0,1,2,3,4,5,6,7
0.0039,0.2709,0.4094,0.4263,-2.6541,-1.6065,0.9178,552.246
0.0031,0.2709,0.4094,0.4269,-0.4426,0.0332,1.2566,552.246
0.0024,0.2671,0.4073,0.4265,0.8004,1.0688,1.8455,563.548
0.0019,0.2665,0.4069,0.4271,0.5412,0.9058,1.9108,566.04
0.0014,0.2609,0.4066,0.4267,1.4585,1.6622,2.3197,565.553
0.0011,0.2607,0.4064,0.4275,1.3144,1.6298,2.4254,570.583
0.0009,0.2584,0.4027,0.4271,2.6957,2.7749,3.0706,569.547
0.0007,0.2559,0.4008,0.4269,-0.7984,0.0091,1.8137,569.547
0.0005,0.254,0.3994,0.4266,-4.6909,-3.3836,-0.3831,569.547
0.0004,0.254,0.3994,0.4266,-4.3098,-3.2763,-0.9601,569.547
0.0003,0.254,0.3994,0.4277,1.3407,1.3231,1.3858,578.84
0.0003,0.2519,0.3979,0.4278,-1.8456,-1.2689,0.0736,578.84
